Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Total Min,90s Played,Goals,Ast,G+A,Non-PK Goals,PK,PKattempts,Crd-Yellow,Crd-Red,xGoals,Non-PK xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals per 90,Assists per 90,Goals +Assists  per 90,Non-PK Goals per 90,Non-PK Goals/Assists per 90,xG per 90,xAG per 90,xG+xAG per 90,Non PK xG per 90,xNon PK Goals + Assisted Goals per 90,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerials Won,Aerials Lost,Won%,Weekly Wages,Annual Wages,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
Luke Berry,ENG,"MF,DF",Luton Town,31,1992,14,2,290,3.2,2,1,3,2,0,0,1,0,0.8,0.8,0.3,1.1,1,4,5,0.62,0.31,0.93,0.62,0.93,0.25,0.08,0.33,0.25,0.33,0,0,5,6,0,6,0,2,0,0,0,7,7,6,53.8,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",21,9.5,69,0,12,13,15,0.64,7,8,-1,-0.31,0.57,3.7,8.8,-5.1,-1.57,-0.68
Beto,GNB,FW,Everton,26,1998,28,9,939,10.4,3,0,3,3,0,1,2,0,6.8,6,0.9,6.9,14,14,58,0.29,0,0.29,0.29,0.29,0.65,0.09,0.74,0.58,0.66,0,0,20,19,10,5,1,6,0,0,0,36,47,55,46.1,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",34,30.7,72,2,19,15,1,1.25,16,20,-4,-0.38,-0.04,17.5,17.6,-0.1,-0.01,0.04
Jordan Beyer,GER,DF,Burnley,23,2000,15,15,"1,234",13.7,0,1,1,0,0,0,6,0,0.5,0.5,0.3,0.8,9,25,1,0,0.07,0.07,0,0.07,0.04,0.02,0.06,0.04,0.06,0,0,11,6,0,0,16,20,0,0,0,57,28,26,51.9,"£ 3,000 (€ 3,486, $3,717)","£ 156,000 (€ 181,270, $193,260)",82,40.3,82,10,0,,0,0.73,14,23,-9,-0.66,0.48,10.7,20.5,-9.8,-0.72,-0.01
Philip Billing,DEN,MF,Bournemouth,27,1996,27,13,"1,356",15.1,2,2,4,2,0,0,3,1,2.4,2.4,3.2,5.6,21,52,61,0.13,0.13,0.27,0.13,0.27,0.16,0.21,0.37,0.16,0.37,1,0,18,12,0,28,19,15,0,0,0,76,36,22,62.1,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",50,44.3,83,6,14,20,3,1.33,18,35,-17,-1.13,-1.45,18,28.3,-10.3,-0.68,-1.17
Yves Bissouma,MLI,MF,Tottenham,27,1996,24,23,"1,815",20.2,0,0,0,0,0,0,9,2,1.4,1.4,0.4,1.8,39,140,11,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,2,1,31,28,0,1,33,46,0,0,0,109,13,14,48.1,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",76,63,78,7,1,28,0,1.92,40,29,11,0.55,0.12,32.6,32.1,0.5,0.03,-0.15
Benicio Boaitey,ENG,"DF,FW",Brighton,20,2004,4,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,,,,4,0.5,,0,4,4,8,1,1,1,0,0,0.06,0.7,0.5,0.2,1.39,1.38
Oscar Bobb,NOR,"FW,MF",Manchester City,20,2003,12,2,291,3.2,1,1,2,1,0,0,0,0,1.4,1.4,1.2,2.6,12,22,37,0.31,0.31,0.62,0.31,0.62,0.43,0.36,0.79,0.43,0.79,0,0,2,3,0,5,4,3,0,0,0,13,1,2,33.3,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",24,9.8,75,1,10,14,19,2.5,11,5,6,1.86,0.44,8.4,3.1,5.4,1.66,0.59
Jayden Bogle,ENG,DF,Sheffield Utd,23,2000,29,27,"2,351",26.1,2,0,2,2,0,0,9,0,1.9,1.9,0.8,2.8,28,47,73,0.08,0,0.08,0.08,0.08,0.07,0.03,0.11,0.07,0.11,0,0,32,19,3,38,29,31,0,0,1,118,44,21,67.7,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",81,79.3,84,19,2,43,1,0.5,27,67,-40,-1.48,1.22,27.1,48.3,-21.1,-0.78,0.99
Willy Boly,CIV,DF,Nott'ham Forest,33,1991,16,14,"1,085",12.1,1,0,1,1,0,0,3,1,1.3,1.3,1,2.3,4,22,2,0.08,0,0.08,0.08,0.08,0.11,0.08,0.19,0.11,0.19,1,1,16,1,1,1,20,19,0,0,0,67,48,24,66.7,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",68,35.5,76,8,2,10,3,0.88,10,16,-6,-0.5,0.05,14.1,17.4,-3.3,-0.28,-0.24
Sven Botman,NED,DF,Newcastle Utd,24,2000,17,15,"1,377",15.3,2,2,4,2,0,0,2,0,0.6,0.6,1,1.6,0,35,5,0.13,0.13,0.26,0.13,0.26,0.04,0.07,0.11,0.04,0.11,0,0,9,2,1,0,9,13,0,1,1,70,34,17,66.7,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",81,46.4,88,12,2,31,0,1.35,37,29,8,0.52,0.13,26.3,31,-4.7,-0.31,-0.96
Jarrod Bowen,ENG,FW,West Ham,27,1996,31,31,"2,749",30.5,15,5,20,15,0,0,2,0,9.7,9.7,4.7,14.4,78,48,174,0.49,0.16,0.65,0.49,0.65,0.32,0.15,0.47,0.32,0.47,0,0,28,36,20,70,18,26,0,0,0,109,31,65,32.3,"£ 120,000 (€ 139,438, $148,661)","£ 6,240,000 (€ 7,250,785, $7,730,384)",89,89.8,89,28,0,,0,1.45,48,55,-7,-0.23,0.35,43.1,55.9,-12.8,-0.42,0.44
Conor Bradley,NIR,DF,Liverpool,20,2003,10,10,733,8.1,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,34,29,63,0.12,0.37,0.49,0.12,0.49,0.11,0.18,0.29,0.11,0.29,0,0,7,12,2,18,10,24,0,0,1,50,10,5,66.7,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",73,24,73,2,0,,6,2.3,18,7,11,1.35,0.19,18.3,7.3,11,1.35,0.37
Jarrad Branthwaite,ENG,DF,Everton,21,2002,30,30,"2,666",29.6,2,0,2,2,0,0,8,0,1.6,1.6,0.9,2.5,2,62,6,0.07,0,0.07,0.07,0.07,0.05,0.03,0.08,0.05,0.08,0,0,24,16,4,1,48,30,0,1,0,172,82,40,67.2,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",89,90.1,89,30,0,,2,1.23,34,41,-7,-0.23,1.25,43.9,43.8,0,0,0.37
Ben Brereton,CHI,"FW,MF",Sheffield Utd,25,1999,9,9,676,7.5,4,1,5,4,0,0,3,0,3.6,3.6,1.1,4.6,17,24,49,0.53,0.13,0.67,0.53,0.67,0.47,0.14,0.62,0.47,0.62,0,0,6,12,11,6,2,3,0,0,0,24,3,15,16.7,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",77,25,77,5,0,,1,0.4,14,25,-11,-1.29,0.59,11.2,14.7,-3.4,-0.4,0.78
Rhian Brewster,ENG,"FW,MF",Sheffield Utd,24,2000,11,3,307,3.4,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,1,2,17,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,1,0,5,5,0,2,0,1,0,0,0,6,4,18,18.2,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",28,10,61,0,8,16,0,0.64,0,7,-7,-2.05,-0.35,1.5,5.7,-4.2,-1.22,-0.26
Armando Broja,ALB,FW,Chelsea,22,2001,13,6,454,5,1,0,1,1,0,0,0,0,2.4,2.4,0.2,2.5,11,6,37,0.2,0,0.2,0.2,0.2,0.47,0.03,0.5,0.47,0.5,0,0,4,8,6,1,0,0,1,0,0,13,4,14,22.2,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",35,15.8,60,0,7,14,1,1.69,8,5,3,0.59,0.56,10.5,5.7,4.9,0.97,0.67
Andre Brooks,ENG,"MF,DF",Sheffield Utd,20,2003,15,8,676,7.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,13,17,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,0,0,9,7,0,8,11,9,0,0,0,31,10,12,45.5,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",45,23.6,62,0,7,24,11,0.31,3,20,-17,-2.12,-0.51,5.8,12.5,-6.8,-0.84,0.19
David Brooks,WAL,"FW,MF",Bournemouth,26,1997,13,2,282,3.1,1,1,2,1,0,0,1,0,2.2,2.2,1,3.2,8,21,27,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03,0,0,6,1,1,15,2,4,0,0,0,17,1,6,14.3,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",22,9.2,65,0,11,14,7,0.92,5,7,-2,-0.64,-0.35,5.6,6.1,-0.5,-0.16,-0.14
Jacob Brown,SCO,"MF,FW",Luton Town,26,1998,19,12,"1,019",11.3,2,0,2,2,0,0,4,0,2.8,2.8,0.7,3.4,25,19,53,0.18,0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,0,0,19,19,6,10,8,12,0,0,0,56,43,54,44.3,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",54,33.3,73,4,7,21,2,0.84,16,26,-10,-0.88,-0.09,11.1,26.4,-15.3,-1.36,-0.6
Josh Brownhill,ENG,MF,Burnley,28,1995,31,22,"2,152",23.9,4,2,6,4,0,0,3,1,1.9,1.9,1.9,3.9,17,85,32,0.17,0.08,0.25,0.17,0.25,0.08,0.08,0.16,0.08,0.16,1,0,36,24,2,57,33,34,0,0,0,115,31,32,49.2,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",69,70.3,87,18,9,27,2,0.71,27,49,-22,-0.92,0.07,24.4,40.9,-16.5,-0.69,0.06
Jacob Bruun Larsen,DEN,"MF,FW",Burnley,25,1998,28,12,992,11,5,0,5,4,1,1,0,0,4.3,3.5,0.9,4.5,49,29,119,0.45,0,0.45,0.36,0.36,0.39,0.09,0.48,0.32,0.4,0,0,12,6,11,42,5,3,0,0,0,51,9,25,26.5,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",35,32.4,64,0,16,14,5,0.75,14,16,-2,-0.18,1.12,16.1,15.9,0.2,0.02,1.08
Hugo Bueno,ESP,"DF,MF",Wolves,21,2002,19,6,652,7.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,21,6,39,0,0,0,0,0,0.04,0.08,0.12,0.04,0.12,0,0,6,5,1,28,5,14,0,0,1,37,9,12,42.9,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",34,21.3,77,1,13,15,10,1.16,6,12,-6,-0.83,-0.75,7.4,10.4,-3,-0.41,-0.03
Santiago Bueno,URU,DF,Wolves,25,1998,9,7,674,7.5,0,0,0,0,0,0,1,0,0,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,2,6,6,0,0,0,26,13,23,36.1,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",72,23.5,84,7,2,22,17,1.1,12,15,-3,-0.38,-0.18,9.4,14.9,-5.5,-0.69,-0.4
Facundo Buonanotte,ARG,"FW,MF",Brighton,19,2004,23,13,"1,079",12,3,1,4,3,0,0,7,0,2,2,1.7,3.7,17,33,55,0.25,0.08,0.33,0.25,0.33,0.17,0.15,0.31,0.17,0.31,0,0,28,33,3,5,7,16,0,0,0,51,5,12,29.4,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",47,36.3,63,0,10,25,5,1.22,17,13,4,0.33,0.62,19.5,15.8,3.7,0.31,0.46
Reece Burke,ENG,DF,Luton Town,27,1996,19,17,"1,394",15.5,0,3,3,0,0,0,4,0,1.3,1.3,1.1,2.4,8,47,12,0,0.19,0.19,0,0.19,0.08,0.07,0.16,0.08,0.16,0,0,17,9,1,9,16,18,0,1,0,52,43,30,58.9,"£ 12,500 (€ 14,525, $15,486)","£ 650,000 (€ 755,290, $805,248)",73,45.6,77,10,2,41,3,0.74,21,31,-10,-0.65,0.33,20.1,31.4,-11.3,-0.73,0.41
Dan Burn,ENG,DF,Newcastle Utd,31,1992,27,26,"2,186",24.3,2,2,4,2,0,0,3,0,2.6,2.6,1,3.6,13,66,25,0.08,0.08,0.16,0.08,0.16,0.11,0.04,0.15,0.11,0.15,0,0,27,10,4,11,33,28,0,1,0,110,90,37,70.9,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",81,76.6,84,19,1,18,0,1.57,58,37,21,0.83,1.61,48.7,38.5,10.2,0.4,0.85
Mason Burstow,ENG,FW,Chelsea,20,2003,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,0.3,,0,2,5,1,1.5,0,1,-1,-10,-10.16,0.1,0.9,-0.8,-7.71,-8.14
Moisés Caicedo,ECU,MF,Chelsea,22,2001,29,27,"2,353",26.1,0,1,1,0,0,0,9,0,0.3,0.3,1.5,1.9,14,128,19,0,0.04,0.04,0,0.04,0.01,0.06,0.07,0.01,0.07,0,0,44,40,0,8,30,38,0,1,0,160,27,24,52.9,"£ 150,000 (€ 174,298, $185,827)","£ 7,800,000 (€ 9,063,481, $9,662,980)",81,81.7,85,18,2,26,0,1.55,51,44,7,0.27,0.78,49.1,38.4,10.6,0.41,0.02
Tom Cairney,SCO,MF,Fulham,33,1991,30,14,"1,405",15.6,1,4,5,1,0,0,2,0,1.1,1.1,2.1,3.2,34,139,70,0.06,0.26,0.32,0.06,0.32,0.07,0.14,0.2,0.07,0.2,0,0,15,23,0,22,13,15,1,0,1,98,13,6,68.4,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",47,45.9,77,6,16,21,4,1.17,29,23,6,0.38,0.93,25.1,26.3,-1.2,-0.08,0.34
Dominic Calvert-Lewin,ENG,FW,Everton,27,1997,28,22,"1,851",20.6,5,1,6,4,1,1,1,0,11,10.2,1.7,11.9,29,28,100,0.24,0.05,0.29,0.19,0.24,0.53,0.08,0.62,0.5,0.58,0,0,26,27,22,3,4,5,0,0,0,39,130,131,49.8,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",67,63.4,78,4,6,26,0,1.28,23,25,-2,-0.09,0.71,28.4,28.4,0,0,0.1
Thomas Cannon,IRL,FW,Everton,21,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,,0,1,1,2,0,0,0,0,0,0.35,0,0.2,-0.2,-19.26,-19.23
Diego Carlos,BRA,DF,Aston Villa,31,1993,23,17,"1,530",17,0,0,0,0,0,0,4,0,0.9,0.9,0.1,1,4,55,1,0,0,0,0,0,0.05,0,0.06,0.05,0.06,0,0,19,3,1,1,13,14,0,0,0,68,18,23,43.9,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",67,50,85,15,6,15,5,1.74,32,26,6,0.35,-0.53,27.1,26.5,0.5,0.03,-0.33
Cesare Casadei,ITA,"FW,MF",Chelsea,21,2003,6,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,3,0,0,0,0,1,0,0,0,1,7,0,100,"£ 7,500 (€ 8,715, $9,291)","£ 390,000 (€ 453,174, $483,149)",7,1.5,,0,6,7,5,1.33,1,3,-2,-4.09,-4.28,0.3,1.8,-1.6,-3.18,-3.63
Casemiro,BRA,MF,Manchester Utd,32,1992,19,18,"1,442",16,1,2,3,1,0,0,5,0,2.7,2.7,0.9,3.6,8,93,33,0.06,0.12,0.19,0.06,0.19,0.17,0.06,0.23,0.17,0.23,0,0,23,9,5,11,15,38,0,1,0,107,33,20,62.3,"£ 350,000 (€ 406,695, $433,595)","£ 18,200,000 (€ 21,148,123, $22,546,954)",77,51.6,80,13,1,11,1,1.65,30,26,4,0.23,0.42,26.9,31.2,-4.4,-0.26,0.07
Matty Cash,POL,DF,Aston Villa,26,1997,27,22,"1,987",22.1,2,1,3,2,0,0,7,0,4.2,4.2,2.1,6.2,59,83,91,0.09,0.05,0.14,0.09,0.14,0.19,0.09,0.28,0.19,0.28,0,0,28,21,0,36,18,27,0,1,1,104,15,21,41.7,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",74,64.9,84,15,5,27,2,1.96,47,33,14,0.63,0.05,40.1,32.7,7.4,0.33,0.4
Timothy Castagne,BEL,DF,Fulham,28,1995,30,26,"2,363",26.3,1,2,3,1,0,0,3,0,1.5,1.5,1.4,2.9,40,73,105,0.04,0.08,0.11,0.04,0.11,0.06,0.05,0.11,0.06,0.11,0,0,19,10,2,45,37,21,0,0,0,110,29,29,50,"£ 65,000 (€ 75,529, $80,525)","£ 3,380,000 (€ 3,927,509, $4,187,291)",79,77.2,88,22,4,20,1,1.27,40,35,5,0.19,1.35,38.3,35.9,2.4,0.09,1.54
Jonny Castro,ESP,MF,Wolves,30,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",5,0.2,,0,1,5,7,3,0,0,0,0,0.24,0,0.1,-0.1,-1.27,-0.88
Trevoh Chalobah,ENG,DF,Chelsea,24,1999,7,4,420,4.7,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,1,3,0,0,5,1,0,0,0,26,8,15,34.8,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",60,14.6,90,4,3,20,1,1.71,15,8,7,1.5,1.61,7.9,6.9,1,0.22,-0.21
Calum Chambers,ENG,"DF,MF",Aston Villa,29,1995,2,0,73,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",37,2.4,,0,2,37,25,1.5,1,2,-1,-1.23,-1.9,1.7,2.5,-0.8,-0.96,-1.18
Youssef Chermiti,POR,FW,Everton,19,2004,13,0,79,0.9,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9,1,4,8,0,0,0,0,0,0.58,0.47,1.05,0.58,1.05,0,0,6,2,2,0,0,1,0,0,0,5,7,10,41.2,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",6,2.6,,0,14,6,18,1.21,2,3,-1,-1.13,-0.79,3.6,2.5,1.1,1.24,1.31
Ben Chilwell,ENG,DF,Chelsea,27,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,1.2,1.2,2.2,3.4,22,25,59,0,0.12,0.12,0,0.12,0.14,0.26,0.41,0.14,0.41,0,0,11,12,4,43,4,10,0,0,0,33,12,15,44.4,"£ 200,000 (€ 232,397, $247,769)","£ 10,400,000 (€ 12,084,642, $12,883,973)",58,26.3,77,3,4,17,0,1.23,13,14,-1,-0.12,-0.33,14.8,12.2,2.6,0.3,-0.13
Tawanda Chirewa,ENG,"FW,MF",Wolves,20,2003,6,1,114,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,4,7,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1,0,0,4,2,1,4,1,2,0,0,0,3,1,3,25,,,20,4.6,74,0,6,11,12,0.29,0,2,-2,-1.28,-1.09,0.8,1.1,-0.3,-0.22,0.18
Leon Chiwome,ENG,FW,Wolves,18,2006,3,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,7,0,0,0,0,0,0.05,0,0.05,0.05,0.05,0,0,2,2,2,0,0,1,0,0,0,5,2,6,25,,,58,5.7,79,0,1,16,1,0.33,1,4,-3,-1.55,-1.4,2.2,2.2,-0.1,-0.04,0.37
Tahith Chong,NED,MF,Luton Town,24,1999,29,16,"1,626",18.1,4,0,4,4,0,0,3,0,2.6,2.6,0.5,3.1,43,62,82,0.22,0,0.22,0.22,0.22,0.14,0.03,0.17,0.14,0.17,0,0,16,55,4,27,6,16,0,0,0,88,9,15,37.5,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",56,53.1,78,3,13,29,5,0.48,21,41,-20,-1.11,-0.6,19.1,40.4,-21.3,-1.18,-0.48
Ryan Christie,SCO,MF,Bournemouth,29,1995,32,31,"2,534",28.2,0,4,4,0,0,0,5,0,1.7,1.7,4.9,6.6,57,148,73,0,0.14,0.14,0,0.14,0.06,0.17,0.23,0.06,0.23,0,0,44,37,5,68,49,37,0,1,0,209,21,36,36.8,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",80,85.8,81,16,1,34,0,1.27,42,51,-9,-0.31,0.1,42.7,42.8,-0.1,0,0.17
Carney Chukwuemeka,ENG,"MF,FW",Chelsea,20,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.2,0.2,0.3,0.5,4,12,19,0.4,0.4,0.79,0.4,0.79,0.06,0.13,0.19,0.06,0.19,0,0,3,2,0,1,0,4,0,0,0,11,1,3,25,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",25,7.9,63,0,7,15,3,1.56,7,5,2,0.79,0.73,5.4,4.6,0.8,0.32,-0.09
Bobby Clark,ENG,MF,Liverpool,19,2005,5,1,89,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,3,7,0,0,0,0,0,0.14,0,0.14,0.14,0.14,0,0,4,3,0,0,1,1,0,0,0,6,0,0,,,,18,2.9,59,0,4,8,6,3,2,0,2,2.02,0.84,1.7,1.7,-0.1,-0.05,-1.15
Jordan Clark,ENG,MF,Luton Town,30,1993,20,12,"1,118",12.4,1,1,2,1,0,0,3,0,0.8,0.8,0.9,1.8,17,42,33,0.08,0.08,0.16,0.08,0.16,0.07,0.08,0.14,0.07,0.14,0,0,12,22,3,18,8,15,0,0,0,51,15,12,55.6,"£ 5,000 (€ 5,810, $6,194)","£ 260,000 (€ 302,116, $322,099)",56,36.5,80,4,8,20,3,0.65,20,32,-12,-0.97,-0.22,16,26.3,-10.3,-0.83,0.19
Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,33,1991,14,9,901,10,0,0,0,0,0,0,0,0,0,0,0,0.1,8,23,17,0,0,0,0,0,0,0,0.01,0,0.01,0,0,5,0,0,8,6,13,0,0,0,37,10,5,66.7,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",66,32.4,87,7,5,24,18,1.27,18,14,4,0.36,1.06,14,17.1,-3,-0.28,-0.09
Séamus Coleman,IRL,DF,Everton,35,1988,9,5,461,5.1,0,0,0,0,0,0,0,0,0,0,1,1,5,17,11,0,0,0,0,0,0,0.19,0.19,0,0.19,0,0,2,5,0,9,5,12,0,0,1,26,1,3,25,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",51,15.1,76,3,4,20,6,1,3,8,-5,-0.98,-0.73,7.9,6.7,1.2,0.24,0.32
Nathan Collins,IRL,DF,Brentford,22,2001,29,26,"2,382",26.5,1,1,2,1,0,0,3,0,1.7,1.7,1.8,3.5,10,85,17,0.04,0.04,0.08,0.04,0.08,0.06,0.07,0.13,0.06,0.13,0,0,9,19,3,3,39,20,0,0,0,125,63,32,66.3,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",82,77.8,90,25,3,18,1,1.1,45,49,-4,-0.15,0.25,45,39.2,5.8,0.22,0.37
Levi Colwill,ENG,DF,Chelsea,21,2003,23,20,"1,797",20,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,0,0,25,14,4,12,26,30,0,0,0,96,43,20,68.3,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",78,62.4,84,15,3,37,0,1.52,29,26,3,0.15,0.07,35.9,27.8,8.1,0.41,0.01
Lewis Cook,ENG,MF,Bournemouth,27,1997,28,27,"2,336",26,0,3,3,0,0,0,5,1,0.3,0.3,3.3,3.7,17,124,13,0,0.12,0.12,0,0.12,0.01,0.13,0.14,0.01,0.14,1,0,33,13,2,115,55,36,0,0,0,204,35,27,56.5,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",84,79.3,85,22,1,45,0,1.31,38,43,-5,-0.19,0.67,40.9,39.3,1.5,0.06,0.41
Jack Cork,ENG,MF,Burnley,34,1989,3,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,2,0,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",6,0.6,,0,3,6,18,0.33,1,0,1,4.74,5.71,0.6,0.1,0.5,2.22,2.95
Maxwel Cornet,CIV,"MF,FW",West Ham,27,1996,7,1,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,3,2,8,0.8,0,0.8,0.8,0.8,0.32,0.13,0.46,0.32,0.46,0,0,2,2,3,1,2,2,0,0,0,8,0,5,0,"£ 65,000 (€ 75,529, $80,525)","£ 3,380,000 (€ 3,927,509, $4,187,291)",16,3.7,69,0,6,7,17,0.43,2,3,-1,-0.8,-0.56,1.3,3.1,-1.8,-1.44,-1.01
Vladimír Coufal,CZE,DF,West Ham,31,1992,32,32,"2,772",30.8,0,7,7,0,0,0,7,1,0.2,0.2,3.2,3.5,61,110,118,0,0.23,0.23,0,0.23,0.01,0.1,0.11,0.01,0.11,1,1,29,23,1,91,37,37,0,1,0,137,32,30,51.6,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",87,90.6,87,24,0,,0,1.44,51,58,-7,-0.23,0.4,43.4,55.8,-12.5,-0.41,0.62
